SRIDU,PopTotAge,Pop0_14,Pop15_64,Pop65plus,TotalLog,MaisonIndiv,MaisonJumulee,MaisonRangee,AppartDuplex,AppartMoins5E,Appart5EtPlus,AutreMaisonIndivAttenante,LogementMobile,TotalMenag,Menage1pers,Menage2pers,Menage3pers,Menage4pers,Menage5pPlus,RevMedMenage,PopTotMFRApI,PopTotMFR,PopTotMFRPct,TotalMenag2,Proprietaire,Locataire,TotalLog2,Log1960ouAv,Log1961_80,Log1981_90,Log1991_00,Log2001_05,Log2006_10,Log2011_15,Log2016_21,ValeurMedLog,ValeurMoyLog,LoyerMedian,LoyerMoyen
"4620140.00 (SR), Montréal (RMR) (4620140.00) (00000)",1385,190,1010,190,695,0,0,20,110,560,0,5,0,700,285,240,85,60,20,86000,1385,190,14,695,305,395,695,550,80,50,10,0,0,0,0,700000,715000,1170,1224
"4620141.00 (SR), Montréal (RMR) (4620141.00) (00000)",1725,245,1320,165,835,0,0,30,155,635,0,20,0,840,330,275,125,75,30,84000,1720,265,15.2,845,365,480,845,600,115,55,40,0,10,0,10,624000,692000,1400,1380
"4620142.00 (SR), Montréal (RMR) (4620142.00) (00000)",1685,205,1230,250,865,0,0,0,50,700,110,0,0,865,405,255,100,65,35,59600,1680,410,24.4,860,270,580,860,475,215,55,65,10,0,20,10,600000,695000,960,1048
"4620143.00 (SR), Montréal (RMR) (4620143.00) (00000)",2690,195,1615,885,1465,0,0,5,25,830,595,5,0,1465,920,355,105,65,20,48000,2315,565,24.4,1545,310,1235,1545,610,650,145,80,35,15,15,0,600000,675000,900,1052
"4620144.00 (SR), Montréal (RMR) (4620144.00) (00000)",3540,360,2695,485,2020,5,0,20,35,1595,365,0,0,2020,1120,580,165,125,30,60400,3445,640,18.6,2020,620,1400,2020,985,535,185,145,75,40,35,20,600000,668000,1010,1100
"4620146.00 (SR), Montréal (RMR) (4620146.00) (00000)",2455,315,1935,205,1380,0,5,105,100,1010,150,15,0,1385,740,395,120,110,30,62800,2440,440,18,1395,445,945,1395,685,400,120,90,35,20,10,35,650000,752000,960,1106
"4620147.00 (SR), Montréal (RMR) (4620147.00) (00000)",2905,380,2285,245,1595,0,0,5,45,1325,185,30,5,1595,800,490,150,120,35,71000,2900,435,15.1,1620,470,1145,1620,955,360,135,70,25,10,20,50,548000,652000,1050,1154
"4620148.00 (SR), Montréal (RMR) (4620148.00) (00000)",1220,155,800,265,480,5,0,0,5,475,5,0,0,480,185,165,75,50,15,81000,990,100,10.4,480,205,280,480,350,70,15,20,20,0,0,0,532000,636000,1170,1280
"4620149.00 (SR), Montréal (RMR) (4620149.00) (00000)",3240,315,2485,440,1795,0,0,5,70,1065,655,0,0,1800,925,545,190,115,30,61200,3185,610,19.2,1765,560,1205,1765,815,755,80,35,0,0,10,60,392000,436000,1040,1144
"4620150.00 (SR), Montréal (RMR) (4620150.00) (00000)",2410,265,1875,275,1380,10,0,5,25,1340,0,0,0,1385,795,370,120,70,25,50400,2320,545,23.5,1390,285,1110,1390,670,350,150,125,45,15,30,0,424000,456000,810,928
"4620151.00 (SR), Montréal (RMR) (4620151.00) (00000)",2125,290,1575,260,1090,0,0,5,35,975,75,5,0,1090,510,340,135,85,20,68500,2050,350,17.1,1070,345,730,1070,755,160,70,45,30,0,0,0,500000,598000,1040,1100
"4620152.00 (SR), Montréal (RMR) (4620152.00) (00000)",1650,195,1295,160,920,0,0,0,15,900,0,5,0,915,480,270,90,50,20,63600,1620,230,14.2,930,245,685,930,600,145,45,40,0,15,30,45,448000,524000,950,996
"4620153.00 (SR), Montréal (RMR) (4620153.00) (00000)",815,115,625,70,435,0,0,0,50,380,0,5,0,440,230,120,35,40,5,45600,790,205,26.4,415,80,335,415,240,125,15,35,0,0,0,0,548000,520000,830,908
